Trial	DayAfter1Apr	Pool	Location	Pond	Select	Cline	Cline2	FamilyCode	Family	Rep	Hours	Event	TrialPool	Night
3	29	13	AOPACUM	AOPACUM	AOPACUM	0	0	3	OPACUM3	B	21	1	TR3PO13	yes
3	29	13	AOPACUM	AOPACUM	AOPACUM	0	0	3	OPACUM3	B	21	1	TR3PO13	yes
3	29	13	AOPACUM	AOPACUM	AOPACUM	0	0	3	OPACUM3	B	21	1	TR3PO13	yes
3	29	13	AOPACUM	AOPACUM	AOPACUM	0	0	3	OPACUM3	B	21	1	TR3PO13	yes
3	29	14	UPPER	LANOUE	UPPER	0	170	26	UPPER26	B	21	1	TR3PO14	yes
3	29	14	UPPER	LANOUE	UPPER	0	170	26	UPPER26	B	21	1	TR3PO14	yes
3	29	14	UPPER	LANOUE	UPPER	0	170	26	UPPER26	B	21	1	TR3PO14	yes
3	29	14	UPPER	LANOUE	UPPER	0	170	26	UPPER26	B	21	1	TR3PO14	yes
3	29	14	UPPER	LANOUE	UPPER	0	170	26	UPPER26	B	21	1	TR3PO14	yes
3	29	14	UPPER	LANOUE	UPPER	0	170	26	UPPER26	B	21	1	TR3PO14	yes
3	29	14	UPPER	LANOUE	UPPER	0	170	26	UPPER26	B	21	1	TR3PO14	yes
3	29	15	AOPACUM	AOPACUM	AOPACUM	0	0	35	OPACUM35	B	21	1	TR3PO15	yes
3	29	15	AOPACUM	AOPACUM	AOPACUM	0	0	35	OPACUM35	B	21	1	TR3PO15	yes
3	29	15	AOPACUM	AOPACUM	AOPACUM	0	0	35	OPACUM35	B	21	1	TR3PO15	yes
3	29	15	AOPACUM	AOPACUM	AOPACUM	0	0	35	OPACUM35	B	21	1	TR3PO15	yes
3	29	16	AOPACUM	AOPACUM	AOPACUM	0	0	1	OPACUM1	B	21	1	TR3PO16	yes
3	29	16	AOPACUM	AOPACUM	AOPACUM	0	0	1	OPACUM1	B	21	1	TR3PO16	yes
3	29	16	AOPACUM	AOPACUM	AOPACUM	0	0	1	OPACUM1	B	21	1	TR3PO16	yes
3	29	16	AOPACUM	AOPACUM	AOPACUM	0	0	1	OPACUM1	B	21	1	TR3PO16	yes
3	29	16	AOPACUM	AOPACUM	AOPACUM	0	0	1	OPACUM1	B	21	1	TR3PO16	yes
3	29	16	AOPACUM	AOPACUM	AOPACUM	0	0	1	OPACUM1	B	21	1	TR3PO16	yes
3	29	17	MIDDLE	LANOUE	LOWER	80	250	25	MIDDLE25	B	21	1	TR3PO17	yes
3	29	17	MIDDLE	LANOUE	LOWER	80	250	25	MIDDLE25	B	21	1	TR3PO17	yes
3	29	17	MIDDLE	LANOUE	LOWER	80	250	25	MIDDLE25	B	21	1	TR3PO17	yes
3	29	17	MIDDLE	LANOUE	LOWER	80	250	25	MIDDLE25	B	21	1	TR3PO17	yes
3	29	17	MIDDLE	LANOUE	LOWER	80	250	25	MIDDLE25	B	21	1	TR3PO17	yes
3	29	17	MIDDLE	LANOUE	LOWER	80	250	25	MIDDLE25	B	21	1	TR3PO17	yes
3	29	17	MIDDLE	LANOUE	LOWER	80	250	25	MIDDLE25	B	21	1	TR3PO17	yes
3	29	17	MIDDLE	LANOUE	LOWER	80	250	25	MIDDLE25	B	21	1	TR3PO17	yes
3	29	17	MIDDLE	LANOUE	LOWER	80	250	25	MIDDLE25	B	21	1	TR3PO17	yes
3	29	17	MIDDLE	LANOUE	LOWER	80	250	25	MIDDLE25	B	21	1	TR3PO17	yes
3	29	18	UPPER	LANOUE	UPPER	0	170	27	UPPER27	B	21	1	TR3PO18	yes
3	29	18	UPPER	LANOUE	UPPER	0	170	27	UPPER27	B	21	1	TR3PO18	yes
3	29	18	UPPER	LANOUE	UPPER	0	170	27	UPPER27	B	21	1	TR3PO18	yes
3	29	18	UPPER	LANOUE	UPPER	0	170	27	UPPER27	B	21	1	TR3PO18	yes
3	29	18	UPPER	LANOUE	UPPER	0	170	27	UPPER27	B	21	1	TR3PO18	yes
3	29	18	UPPER	LANOUE	UPPER	0	170	27	UPPER27	B	21	1	TR3PO18	yes
3	29	18	UPPER	LANOUE	UPPER	0	170	27	UPPER27	B	21	1	TR3PO18	yes
3	29	18	UPPER	LANOUE	UPPER	0	170	27	UPPER27	B	21	1	TR3PO18	yes
3	29	19	AOPACUM	AOPACUM	AOPACUM	0	0	6	OPACUM6	B	21	1	TR3PO19	yes
3	29	19	AOPACUM	AOPACUM	AOPACUM	0	0	6	OPACUM6	B	21	1	TR3PO19	yes
3	29	19	AOPACUM	AOPACUM	AOPACUM	0	0	6	OPACUM6	B	21	1	TR3PO19	yes
3	29	19	AOPACUM	AOPACUM	AOPACUM	0	0	6	OPACUM6	B	21	1	TR3PO19	yes
3	29	19	AOPACUM	AOPACUM	AOPACUM	0	0	6	OPACUM6	B	21	1	TR3PO19	yes
3	29	19	AOPACUM	AOPACUM	AOPACUM	0	0	6	OPACUM6	B	21	1	TR3PO19	yes
3	29	20	LOWER	LANOUE	LOWER	160	330	16	LOWER16	B	21	1	TR3PO20	yes
3	29	20	LOWER	LANOUE	LOWER	160	330	16	LOWER16	B	21	1	TR3PO20	yes
3	29	20	LOWER	LANOUE	LOWER	160	330	16	LOWER16	B	21	1	TR3PO20	yes
3	29	1	MIDDLE	LANOUE	LOWER	80	250	2	MIDDLE2	B	27.5	1	TR3PO1	no
3	29	1	MIDDLE	LANOUE	LOWER	80	250	2	MIDDLE2	B	27.5	1	TR3PO1	no
3	29	1	MIDDLE	LANOUE	LOWER	80	250	2	MIDDLE2	B	27.5	1	TR3PO1	no
3	29	1	MIDDLE	LANOUE	LOWER	80	250	2	MIDDLE2	B	27.5	0	TR3PO1	no
3	29	1	MIDDLE	LANOUE	LOWER	80	250	2	MIDDLE2	B	27.5	0	TR3PO1	no
3	29	1	MIDDLE	LANOUE	LOWER	80	250	2	MIDDLE2	B	27.5	0	TR3PO1	no
3	29	1	MIDDLE	LANOUE	LOWER	80	250	2	MIDDLE2	B	27.5	0	TR3PO1	no
3	29	1	MIDDLE	LANOUE	LOWER	80	250	2	MIDDLE2	B	27.5	0	TR3PO1	no
3	29	2	UPPER	LANOUE	UPPER	0	170	22	UPPER22	B	27.5	1	TR3PO2	no
3	29	2	UPPER	LANOUE	UPPER	0	170	22	UPPER22	B	27.5	1	TR3PO2	no
3	29	2	UPPER	LANOUE	UPPER	0	170	22	UPPER22	B	27.5	1	TR3PO2	no
3	29	2	UPPER	LANOUE	UPPER	0	170	22	UPPER22	B	27.5	0	TR3PO2	no
3	29	2	UPPER	LANOUE	UPPER	0	170	22	UPPER22	B	27.5	0	TR3PO2	no
3	29	2	UPPER	LANOUE	UPPER	0	170	22	UPPER22	B	27.5	0	TR3PO2	no
3	29	2	UPPER	LANOUE	UPPER	0	170	22	UPPER22	B	27.5	0	TR3PO2	no
3	29	2	UPPER	LANOUE	UPPER	0	170	22	UPPER22	B	27.5	0	TR3PO2	no
3	29	2	UPPER	LANOUE	UPPER	0	170	22	UPPER22	B	27.5	0	TR3PO2	no
3	29	2	UPPER	LANOUE	UPPER	0	170	22	UPPER22	B	27.5	0	TR3PO2	no
3	29	2	UPPER	LANOUE	UPPER	0	170	22	UPPER22	B	27.5	0	TR3PO2	no
3	29	2	UPPER	LANOUE	UPPER	0	170	22	UPPER22	B	27.5	0	TR3PO2	no
3	29	3	MIDDLE	LANOUE	LOWER	80	250	13	MIDDLE13	B	27.5	1	TR3PO3	no
3	29	3	MIDDLE	LANOUE	LOWER	80	250	13	MIDDLE13	B	27.5	1	TR3PO3	no
3	29	3	MIDDLE	LANOUE	LOWER	80	250	13	MIDDLE13	B	27.5	1	TR3PO3	no
3	29	3	MIDDLE	LANOUE	LOWER	80	250	13	MIDDLE13	B	27.5	0	TR3PO3	no
3	29	3	MIDDLE	LANOUE	LOWER	80	250	13	MIDDLE13	B	27.5	0	TR3PO3	no
3	29	3	MIDDLE	LANOUE	LOWER	80	250	13	MIDDLE13	B	27.5	0	TR3PO3	no
3	29	3	MIDDLE	LANOUE	LOWER	80	250	13	MIDDLE13	B	27.5	0	TR3PO3	no
3	29	3	MIDDLE	LANOUE	LOWER	80	250	13	MIDDLE13	B	27.5	0	TR3PO3	no
3	29	4	UPPER	LANOUE	UPPER	0	170	20	UPPER20	B	27.5	1	TR3PO4	no
3	29	4	UPPER	LANOUE	UPPER	0	170	20	UPPER20	B	27.5	0	TR3PO4	no
3	29	4	UPPER	LANOUE	UPPER	0	170	20	UPPER20	B	27.5	0	TR3PO4	no
3	29	4	UPPER	LANOUE	UPPER	0	170	20	UPPER20	B	27.5	0	TR3PO4	no
3	29	4	UPPER	LANOUE	UPPER	0	170	20	UPPER20	B	27.5	0	TR3PO4	no
3	29	4	UPPER	LANOUE	UPPER	0	170	20	UPPER20	B	27.5	0	TR3PO4	no
3	29	4	UPPER	LANOUE	UPPER	0	170	20	UPPER20	B	27.5	0	TR3PO4	no
3	29	4	UPPER	LANOUE	UPPER	0	170	20	UPPER20	B	27.5	0	TR3PO4	no
3	29	4	UPPER	LANOUE	UPPER	0	170	20	UPPER20	B	27.5	0	TR3PO4	no
3	29	4	UPPER	LANOUE	UPPER	0	170	20	UPPER20	B	27.5	0	TR3PO4	no
3	29	5	MIDDLE	LANOUE	LOWER	80	250	11	MIDDLE11	B	27.5	1	TR3PO5	no
3	29	5	MIDDLE	LANOUE	LOWER	80	250	11	MIDDLE11	B	27.5	1	TR3PO5	no
3	29	5	MIDDLE	LANOUE	LOWER	80	250	11	MIDDLE11	B	27.5	1	TR3PO5	no
3	29	5	MIDDLE	LANOUE	LOWER	80	250	11	MIDDLE11	B	27.5	0	TR3PO5	no
3	29	5	MIDDLE	LANOUE	LOWER	80	250	11	MIDDLE11	B	27.5	0	TR3PO5	no
3	29	5	MIDDLE	LANOUE	LOWER	80	250	11	MIDDLE11	B	27.5	0	TR3PO5	no
3	29	5	MIDDLE	LANOUE	LOWER	80	250	11	MIDDLE11	B	27.5	0	TR3PO5	no
3	29	5	MIDDLE	LANOUE	LOWER	80	250	11	MIDDLE11	B	27.5	0	TR3PO5	no
3	29	5	MIDDLE	LANOUE	LOWER	80	250	11	MIDDLE11	B	27.5	0	TR3PO5	no
3	29	5	MIDDLE	LANOUE	LOWER	80	250	11	MIDDLE11	B	27.5	0	TR3PO5	no
3	29	5	MIDDLE	LANOUE	LOWER	80	250	11	MIDDLE11	B	27.5	0	TR3PO5	no
3	29	5	MIDDLE	LANOUE	LOWER	80	250	11	MIDDLE11	B	27.5	0	TR3PO5	no
3	29	5	MIDDLE	LANOUE	LOWER	80	250	11	MIDDLE11	B	27.5	0	TR3PO5	no
3	29	5	MIDDLE	LANOUE	LOWER	80	250	11	MIDDLE11	B	27.5	0	TR3PO5	no
3	29	6	LOWER	LANOUE	LOWER	160	330	3	LOWER3	B	27.5	1	TR3PO6	no
3	29	6	LOWER	LANOUE	LOWER	160	330	3	LOWER3	B	27.5	0	TR3PO6	no
3	29	6	LOWER	LANOUE	LOWER	160	330	3	LOWER3	B	27.5	0	TR3PO6	no
3	29	6	LOWER	LANOUE	LOWER	160	330	3	LOWER3	B	27.5	0	TR3PO6	no
3	29	6	LOWER	LANOUE	LOWER	160	330	3	LOWER3	B	27.5	0	TR3PO6	no
3	29	6	LOWER	LANOUE	LOWER	160	330	3	LOWER3	B	27.5	0	TR3PO6	no
3	29	6	LOWER	LANOUE	LOWER	160	330	3	LOWER3	B	27.5	0	TR3PO6	no
3	29	6	LOWER	LANOUE	LOWER	160	330	3	LOWER3	B	27.5	0	TR3PO6	no
3	29	6	LOWER	LANOUE	LOWER	160	330	3	LOWER3	B	27.5	0	TR3PO6	no
3	29	6	LOWER	LANOUE	LOWER	160	330	3	LOWER3	B	27.5	0	TR3PO6	no
3	29	6	LOWER	LANOUE	LOWER	160	330	3	LOWER3	B	27.5	0	TR3PO6	no
3	29	7	LOWER	LANOUE	LOWER	160	330	5	LOWER5	B	27.5	1	TR3PO7	no
3	29	7	LOWER	LANOUE	LOWER	160	330	5	LOWER5	B	27.5	0	TR3PO7	no
3	29	7	LOWER	LANOUE	LOWER	160	330	5	LOWER5	B	27.5	0	TR3PO7	no
3	29	7	LOWER	LANOUE	LOWER	160	330	5	LOWER5	B	27.5	0	TR3PO7	no
3	29	7	LOWER	LANOUE	LOWER	160	330	5	LOWER5	B	27.5	0	TR3PO7	no
3	29	7	LOWER	LANOUE	LOWER	160	330	5	LOWER5	B	27.5	0	TR3PO7	no
3	29	7	LOWER	LANOUE	LOWER	160	330	5	LOWER5	B	27.5	0	TR3PO7	no
3	29	7	LOWER	LANOUE	LOWER	160	330	5	LOWER5	B	27.5	0	TR3PO7	no
3	29	7	LOWER	LANOUE	LOWER	160	330	5	LOWER5	B	27.5	0	TR3PO7	no
3	29	7	LOWER	LANOUE	LOWER	160	330	5	LOWER5	B	27.5	0	TR3PO7	no
3	29	7	LOWER	LANOUE	LOWER	160	330	5	LOWER5	B	27.5	0	TR3PO7	no
3	29	7	LOWER	LANOUE	LOWER	160	330	5	LOWER5	B	27.5	0	TR3PO7	no
3	29	8	AOPACUM	AOPACUM	AOPACUM	0	0	36	OPACUM36	B	27.5	1	TR3PO8	no
3	29	8	AOPACUM	AOPACUM	AOPACUM	0	0	36	OPACUM36	B	27.5	0	TR3PO8	no
3	29	8	AOPACUM	AOPACUM	AOPACUM	0	0	36	OPACUM36	B	27.5	0	TR3PO8	no
3	29	8	AOPACUM	AOPACUM	AOPACUM	0	0	36	OPACUM36	B	27.5	0	TR3PO8	no
3	29	8	AOPACUM	AOPACUM	AOPACUM	0	0	36	OPACUM36	B	27.5	0	TR3PO8	no
3	29	8	AOPACUM	AOPACUM	AOPACUM	0	0	36	OPACUM36	B	27.5	0	TR3PO8	no
3	29	8	AOPACUM	AOPACUM	AOPACUM	0	0	36	OPACUM36	B	27.5	0	TR3PO8	no
3	29	8	AOPACUM	AOPACUM	AOPACUM	0	0	36	OPACUM36	B	27.5	0	TR3PO8	no
3	29	8	AOPACUM	AOPACUM	AOPACUM	0	0	36	OPACUM36	B	27.5	0	TR3PO8	no
3	29	8	AOPACUM	AOPACUM	AOPACUM	0	0	36	OPACUM36	B	27.5	0	TR3PO8	no
3	29	8	AOPACUM	AOPACUM	AOPACUM	0	0	36	OPACUM36	B	27.5	0	TR3PO8	no
3	29	8	AOPACUM	AOPACUM	AOPACUM	0	0	36	OPACUM36	B	27.5	0	TR3PO8	no
3	29	8	AOPACUM	AOPACUM	AOPACUM	0	0	36	OPACUM36	B	27.5	0	TR3PO8	no
3	29	8	AOPACUM	AOPACUM	AOPACUM	0	0	36	OPACUM36	B	27.5	0	TR3PO8	no
3	29	9	UPPER	LANOUE	UPPER	0	170	10	UPPER10	B	27.5	1	TR3PO9	no
3	29	9	UPPER	LANOUE	UPPER	0	170	10	UPPER10	B	27.5	1	TR3PO9	no
3	29	9	UPPER	LANOUE	UPPER	0	170	10	UPPER10	B	27.5	1	TR3PO9	no
3	29	9	UPPER	LANOUE	UPPER	0	170	10	UPPER10	B	27.5	0	TR3PO9	no
3	29	9	UPPER	LANOUE	UPPER	0	170	10	UPPER10	B	27.5	0	TR3PO9	no
3	29	9	UPPER	LANOUE	UPPER	0	170	10	UPPER10	B	27.5	0	TR3PO9	no
3	29	9	UPPER	LANOUE	UPPER	0	170	10	UPPER10	B	27.5	0	TR3PO9	no
3	29	9	UPPER	LANOUE	UPPER	0	170	10	UPPER10	B	27.5	0	TR3PO9	no
3	29	9	UPPER	LANOUE	UPPER	0	170	10	UPPER10	B	27.5	0	TR3PO9	no
3	29	9	UPPER	LANOUE	UPPER	0	170	10	UPPER10	B	27.5	0	TR3PO9	no
3	29	9	UPPER	LANOUE	UPPER	0	170	10	UPPER10	B	27.5	0	TR3PO9	no
3	29	10	LOWER	LANOUE	LOWER	160	330	4	LOWER4	B	27.5	0	TR3PO10	no
3	29	10	LOWER	LANOUE	LOWER	160	330	4	LOWER4	B	27.5	0	TR3PO10	no
3	29	10	LOWER	LANOUE	LOWER	160	330	4	LOWER4	B	27.5	0	TR3PO10	no
3	29	10	LOWER	LANOUE	LOWER	160	330	4	LOWER4	B	27.5	0	TR3PO10	no
3	29	10	LOWER	LANOUE	LOWER	160	330	4	LOWER4	B	27.5	0	TR3PO10	no
3	29	10	LOWER	LANOUE	LOWER	160	330	4	LOWER4	B	27.5	0	TR3PO10	no
3	29	10	LOWER	LANOUE	LOWER	160	330	4	LOWER4	B	27.5	0	TR3PO10	no
3	29	10	LOWER	LANOUE	LOWER	160	330	4	LOWER4	B	27.5	0	TR3PO10	no
3	29	10	LOWER	LANOUE	LOWER	160	330	4	LOWER4	B	27.5	0	TR3PO10	no
3	29	10	LOWER	LANOUE	LOWER	160	330	4	LOWER4	B	27.5	0	TR3PO10	no
3	29	10	LOWER	LANOUE	LOWER	160	330	4	LOWER4	B	27.5	0	TR3PO10	no
3	29	10	LOWER	LANOUE	LOWER	160	330	4	LOWER4	B	27.5	0	TR3PO10	no
3	29	10	LOWER	LANOUE	LOWER	160	330	4	LOWER4	B	27.5	0	TR3PO10	no
3	29	10	LOWER	LANOUE	LOWER	160	330	4	LOWER4	B	27.5	0	TR3PO10	no
3	29	11	MIDDLE	LANOUE	LOWER	80	250	33	MIDDLE33	B	27.5	0	TR3PO11	no
3	29	11	MIDDLE	LANOUE	LOWER	80	250	33	MIDDLE33	B	27.5	0	TR3PO11	no
3	29	11	MIDDLE	LANOUE	LOWER	80	250	33	MIDDLE33	B	27.5	0	TR3PO11	no
3	29	11	MIDDLE	LANOUE	LOWER	80	250	33	MIDDLE33	B	27.5	0	TR3PO11	no
3	29	11	MIDDLE	LANOUE	LOWER	80	250	33	MIDDLE33	B	27.5	0	TR3PO11	no
3	29	11	MIDDLE	LANOUE	LOWER	80	250	33	MIDDLE33	B	27.5	0	TR3PO11	no
3	29	11	MIDDLE	LANOUE	LOWER	80	250	33	MIDDLE33	B	27.5	0	TR3PO11	no
3	29	11	MIDDLE	LANOUE	LOWER	80	250	33	MIDDLE33	B	27.5	0	TR3PO11	no
3	29	12	LOWER	LANOUE	LOWER	160	330	18	LOWER18	B	27.5	0	TR3PO12	no
3	29	12	LOWER	LANOUE	LOWER	160	330	18	LOWER18	B	27.5	0	TR3PO12	no
3	29	12	LOWER	LANOUE	LOWER	160	330	18	LOWER18	B	27.5	0	TR3PO12	no
3	29	13	AOPACUM	AOPACUM	AOPACUM	0	0	3	OPACUM3	B	27.5	0	TR3PO13	no
3	29	13	AOPACUM	AOPACUM	AOPACUM	0	0	3	OPACUM3	B	27.5	0	TR3PO13	no
3	29	13	AOPACUM	AOPACUM	AOPACUM	0	0	3	OPACUM3	B	27.5	0	TR3PO13	no
3	29	13	AOPACUM	AOPACUM	AOPACUM	0	0	3	OPACUM3	B	27.5	0	TR3PO13	no
3	29	13	AOPACUM	AOPACUM	AOPACUM	0	0	3	OPACUM3	B	27.5	0	TR3PO13	no
3	29	13	AOPACUM	AOPACUM	AOPACUM	0	0	3	OPACUM3	B	27.5	0	TR3PO13	no
3	29	13	AOPACUM	AOPACUM	AOPACUM	0	0	3	OPACUM3	B	27.5	0	TR3PO13	no
3	29	13	AOPACUM	AOPACUM	AOPACUM	0	0	3	OPACUM3	B	27.5	0	TR3PO13	no
3	29	13	AOPACUM	AOPACUM	AOPACUM	0	0	3	OPACUM3	B	27.5	0	TR3PO13	no
3	29	13	AOPACUM	AOPACUM	AOPACUM	0	0	3	OPACUM3	B	27.5	0	TR3PO13	no
3	29	13	AOPACUM	AOPACUM	AOPACUM	0	0	3	OPACUM3	B	27.5	0	TR3PO13	no
3	29	13	AOPACUM	AOPACUM	AOPACUM	0	0	3	OPACUM3	B	27.5	0	TR3PO13	no
3	29	14	UPPER	LANOUE	UPPER	0	170	26	UPPER26	B	27.5	1	TR3PO14	no
3	29	14	UPPER	LANOUE	UPPER	0	170	26	UPPER26	B	27.5	0	TR3PO14	no
3	29	14	UPPER	LANOUE	UPPER	0	170	26	UPPER26	B	27.5	0	TR3PO14	no
3	29	14	UPPER	LANOUE	UPPER	0	170	26	UPPER26	B	27.5	0	TR3PO14	no
3	29	14	UPPER	LANOUE	UPPER	0	170	26	UPPER26	B	27.5	0	TR3PO14	no
3	29	14	UPPER	LANOUE	UPPER	0	170	26	UPPER26	B	27.5	0	TR3PO14	no
3	29	14	UPPER	LANOUE	UPPER	0	170	26	UPPER26	B	27.5	0	TR3PO14	no
3	29	14	UPPER	LANOUE	UPPER	0	170	26	UPPER26	B	27.5	0	TR3PO14	no
3	29	14	UPPER	LANOUE	UPPER	0	170	26	UPPER26	B	27.5	0	TR3PO14	no
3	29	14	UPPER	LANOUE	UPPER	0	170	26	UPPER26	B	27.5	0	TR3PO14	no
3	29	15	AOPACUM	AOPACUM	AOPACUM	0	0	35	OPACUM35	B	27.5	1	TR3PO15	no
3	29	15	AOPACUM	AOPACUM	AOPACUM	0	0	35	OPACUM35	B	27.5	1	TR3PO15	no
3	29	15	AOPACUM	AOPACUM	AOPACUM	0	0	35	OPACUM35	B	27.5	0	TR3PO15	no
3	29	15	AOPACUM	AOPACUM	AOPACUM	0	0	35	OPACUM35	B	27.5	0	TR3PO15	no
3	29	15	AOPACUM	AOPACUM	AOPACUM	0	0	35	OPACUM35	B	27.5	0	TR3PO15	no
3	29	15	AOPACUM	AOPACUM	AOPACUM	0	0	35	OPACUM35	B	27.5	0	TR3PO15	no
3	29	15	AOPACUM	AOPACUM	AOPACUM	0	0	35	OPACUM35	B	27.5	0	TR3PO15	no
3	29	15	AOPACUM	AOPACUM	AOPACUM	0	0	35	OPACUM35	B	27.5	0	TR3PO15	no
3	29	15	AOPACUM	AOPACUM	AOPACUM	0	0	35	OPACUM35	B	27.5	0	TR3PO15	no
3	29	15	AOPACUM	AOPACUM	AOPACUM	0	0	35	OPACUM35	B	27.5	0	TR3PO15	no
3	29	15	AOPACUM	AOPACUM	AOPACUM	0	0	35	OPACUM35	B	27.5	0	TR3PO15	no
3	29	15	AOPACUM	AOPACUM	AOPACUM	0	0	35	OPACUM35	B	27.5	0	TR3PO15	no
3	29	15	AOPACUM	AOPACUM	AOPACUM	0	0	35	OPACUM35	B	27.5	0	TR3PO15	no
3	29	15	AOPACUM	AOPACUM	AOPACUM	0	0	35	OPACUM35	B	27.5	0	TR3PO15	no
3	29	16	AOPACUM	AOPACUM	AOPACUM	0	0	1	OPACUM1	B	27.5	1	TR3PO16	no
3	29	16	AOPACUM	AOPACUM	AOPACUM	0	0	1	OPACUM1	B	27.5	1	TR3PO16	no
3	29	16	AOPACUM	AOPACUM	AOPACUM	0	0	1	OPACUM1	B	27.5	1	TR3PO16	no
3	29	16	AOPACUM	AOPACUM	AOPACUM	0	0	1	OPACUM1	B	27.5	0	TR3PO16	no
3	29	16	AOPACUM	AOPACUM	AOPACUM	0	0	1	OPACUM1	B	27.5	0	TR3PO16	no
3	29	16	AOPACUM	AOPACUM	AOPACUM	0	0	1	OPACUM1	B	27.5	0	TR3PO16	no
3	29	16	AOPACUM	AOPACUM	AOPACUM	0	0	1	OPACUM1	B	27.5	0	TR3PO16	no
3	29	16	AOPACUM	AOPACUM	AOPACUM	0	0	1	OPACUM1	B	27.5	0	TR3PO16	no
3	29	16	AOPACUM	AOPACUM	AOPACUM	0	0	1	OPACUM1	B	27.5	0	TR3PO16	no
3	29	16	AOPACUM	AOPACUM	AOPACUM	0	0	1	OPACUM1	B	27.5	0	TR3PO16	no
3	29	16	AOPACUM	AOPACUM	AOPACUM	0	0	1	OPACUM1	B	27.5	0	TR3PO16	no
3	29	16	AOPACUM	AOPACUM	AOPACUM	0	0	1	OPACUM1	B	27.5	0	TR3PO16	no
3	29	17	MIDDLE	LANOUE	LOWER	80	250	25	MIDDLE25	B	27.5	1	TR3PO17	no
3	29	17	MIDDLE	LANOUE	LOWER	80	250	25	MIDDLE25	B	27.5	1	TR3PO17	no
3	29	17	MIDDLE	LANOUE	LOWER	80	250	25	MIDDLE25	B	27.5	1	TR3PO17	no
3	29	17	MIDDLE	LANOUE	LOWER	80	250	25	MIDDLE25	B	27.5	0	TR3PO17	no
3	29	17	MIDDLE	LANOUE	LOWER	80	250	25	MIDDLE25	B	27.5	0	TR3PO17	no
3	29	17	MIDDLE	LANOUE	LOWER	80	250	25	MIDDLE25	B	27.5	0	TR3PO17	no
3	29	17	MIDDLE	LANOUE	LOWER	80	250	25	MIDDLE25	B	27.5	0	TR3PO17	no
3	29	17	MIDDLE	LANOUE	LOWER	80	250	25	MIDDLE25	B	27.5	0	TR3PO17	no
3	29	17	MIDDLE	LANOUE	LOWER	80	250	25	MIDDLE25	B	27.5	0	TR3PO17	no
3	29	17	MIDDLE	LANOUE	LOWER	80	250	25	MIDDLE25	B	27.5	0	TR3PO17	no
3	29	18	UPPER	LANOUE	UPPER	0	170	27	UPPER27	B	27.5	0	TR3PO18	no
3	29	18	UPPER	LANOUE	UPPER	0	170	27	UPPER27	B	27.5	0	TR3PO18	no
3	29	18	UPPER	LANOUE	UPPER	0	170	27	UPPER27	B	27.5	0	TR3PO18	no
3	29	18	UPPER	LANOUE	UPPER	0	170	27	UPPER27	B	27.5	0	TR3PO18	no
3	29	18	UPPER	LANOUE	UPPER	0	170	27	UPPER27	B	27.5	0	TR3PO18	no
3	29	18	UPPER	LANOUE	UPPER	0	170	27	UPPER27	B	27.5	0	TR3PO18	no
3	29	18	UPPER	LANOUE	UPPER	0	170	27	UPPER27	B	27.5	0	TR3PO18	no
3	29	18	UPPER	LANOUE	UPPER	0	170	27	UPPER27	B	27.5	0	TR3PO18	no
3	29	18	UPPER	LANOUE	UPPER	0	170	27	UPPER27	B	27.5	0	TR3PO18	no
3	29	18	UPPER	LANOUE	UPPER	0	170	27	UPPER27	B	27.5	0	TR3PO18	no
3	29	19	AOPACUM	AOPACUM	AOPACUM	0	0	6	OPACUM6	B	27.5	1	TR3PO19	no
3	29	19	AOPACUM	AOPACUM	AOPACUM	0	0	6	OPACUM6	B	27.5	0	TR3PO19	no
3	29	19	AOPACUM	AOPACUM	AOPACUM	0	0	6	OPACUM6	B	27.5	0	TR3PO19	no
3	29	19	AOPACUM	AOPACUM	AOPACUM	0	0	6	OPACUM6	B	27.5	0	TR3PO19	no
3	29	19	AOPACUM	AOPACUM	AOPACUM	0	0	6	OPACUM6	B	27.5	0	TR3PO19	no
3	29	19	AOPACUM	AOPACUM	AOPACUM	0	0	6	OPACUM6	B	27.5	0	TR3PO19	no
3	29	19	AOPACUM	AOPACUM	AOPACUM	0	0	6	OPACUM6	B	27.5	0	TR3PO19	no
3	29	19	AOPACUM	AOPACUM	AOPACUM	0	0	6	OPACUM6	B	27.5	0	TR3PO19	no
3	29	19	AOPACUM	AOPACUM	AOPACUM	0	0	6	OPACUM6	B	27.5	0	TR3PO19	no
3	29	19	AOPACUM	AOPACUM	AOPACUM	0	0	6	OPACUM6	B	27.5	0	TR3PO19	no
3	29	19	AOPACUM	AOPACUM	AOPACUM	0	0	6	OPACUM6	B	27.5	0	TR3PO19	no
3	29	20	LOWER	LANOUE	LOWER	160	330	16	LOWER16	B	27.5	1	TR3PO20	no
3	29	20	LOWER	LANOUE	LOWER	160	330	16	LOWER16	B	27.5	1	TR3PO20	no
3	29	20	LOWER	LANOUE	LOWER	160	330	16	LOWER16	B	27.5	1	TR3PO20	no
3	29	20	LOWER	LANOUE	LOWER	160	330	16	LOWER16	B	27.5	1	TR3PO20	no
3	29	20	LOWER	LANOUE	LOWER	160	330	16	LOWER16	B	27.5	0	TR3PO20	no
3	29	20	LOWER	LANOUE	LOWER	160	330	16	LOWER16	B	27.5	0	TR3PO20	no
3	29	20	LOWER	LANOUE	LOWER	160	330	16	LOWER16	B	27.5	0	TR3PO20	no
